label,old-label,prop,wrong,,cond,sent,paraph
0,0,This returns a pointer to a memory block containing the seed that was used,,,null,This returns a pointer to a memory block containing the seed that was used.,"ANSI X9.62 (ECDSA standard) defines a method of generating the curve parameter b from a random number. This provides advantages in that a parameter obtained in this way is highly unlikely to be susceptible to special purpose attacks, or have any trapdoors in it. If the seed is present for a curve, then the b parameter was generated in a verifiable fashion using that seed. The OpenSSL EC library does not use this seed value but does enable you to inspect it using EC_GROUP_get0_seed. This returns a pointer to a memory block containing the seed that was used. The length of the memory block can be obtained using EC_GROUP_get_seed_len. A number of the builtin curves within the library provide seed values that can be obtained. It is also possible to set a custom seed using EC_GROUP_set_seed and passing a pointer to a memory block, along with the length of the seed. Again, the EC library will not use this seed value, although it will be preserved in any ASN1 based communications."
0,0,Its return values are similar to that of SSL_get_error_APIName,,,null,Its return values are similar to that of SSL_get_error_APIName .,"SSL_want_APIName examines the internal state information of the SSL object. Its return values are similar to that of SSL_get_error_APIName . Unlike SSL_get_error_APIName , which also evaluates the error queue, the results are obtained by examining an internal state flag only. The information must therefore only be used for normal operation under non-blocking I/O. Error conditions are not handled and must be treated using SSL_get_error_APIName ."
0,0,"X509_get0_notBefore_APIName, X509_get0_notAfter_APIName and X509_CRL_get0_lastUpdate_APIName return a pointer to an X509_get0_notBefore_APIParam_0 X509_get0_notAfter_APIParam_0 X509_CRL_get0_lastUpdate_APIParam_0 structure",,,null,"X509_get0_notBefore_APIName, X509_get0_notAfter_APIName and X509_CRL_get0_lastUpdate_APIName return a pointer to an X509_get0_notBefore_APIParam_0 X509_get0_notAfter_APIParam_0 X509_CRL_get0_lastUpdate_APIParam_0 structure.","X509_get0_notBefore_APIName, X509_get0_notAfter_APIName and X509_CRL_get0_lastUpdate_APIName return a pointer to an X509_get0_notBefore_APIParam_0 X509_get0_notAfter_APIParam_0 X509_CRL_get0_lastUpdate_APIParam_0 structure."
0,0,X509_VERIFY_PARAM_set_time_APIName and X509_VERIFY_PARAM_set_depth_APIName do not return values,,,null,X509_VERIFY_PARAM_set_time_APIName and X509_VERIFY_PARAM_set_depth_APIName do not return values.,X509_VERIFY_PARAM_set_time_APIName and X509_VERIFY_PARAM_set_depth_APIName do not return values.
0,0,BIO_get_md_ctx_APIName returns the digest BIOs context into BIO_get_md_ctx_APIParam_2,,,null,BIO_get_md_ctx_APIName returns the digest BIOs context into BIO_get_md_ctx_APIParam_2.,BIO_get_md_ctx_APIName returns the digest BIOs context into BIO_get_md_ctx_APIParam_2.
0,0,SSL_CTX_sess_connect_APIName returns the number of started SSL/TLS handshakes in client mode,,,null,SSL_CTX_sess_connect_APIName returns the number of started SSL/TLS handshakes in client mode.,SSL_CTX_sess_connect_APIName returns the number of started SSL/TLS handshakes in client mode.
0,0,SSL_CTX_set_quiet_shutdown_APIName and SSL_set_quiet_shutdown_APIName do not return diagnostic information,,,null,SSL_CTX_set_quiet_shutdown_APIName and SSL_set_quiet_shutdown_APIName do not return diagnostic information.,SSL_CTX_set_quiet_shutdown_APIName and SSL_set_quiet_shutdown_APIName do not return diagnostic information.
0,0,"EVP_MD_size_APIName and EVP_MD_CTX_size_APIName return the size of the message digest when passed an EVP_MD_size_APIParam_1 or an EVP_MD_CTX_init_APIParam_1 EVP_DigestInit_APIParam_1 EVP_MD_CTX_md_APIParam_1 EVP_MD_CTX_destroy_APIParam_1 EVP_MD_CTX_copy_APIParam_1 EVP_MD_CTX_cleanup_APIParam_1 EVP_DigestFinal_ex_APIParam_1 EVP_DigestInit_ex_APIParam_1 EVP_DigestUpdate_APIParam_1 EVP_MD_CTX_copy_ex_APIParam_1 EVP_DigestFinal_APIParam_1 structure, ie the size of the hash",,,null,"EVP_MD_size_APIName and EVP_MD_CTX_size_APIName return the size of the message digest when passed an EVP_MD_size_APIParam_1 or an EVP_MD_CTX_init_APIParam_1 EVP_DigestInit_APIParam_1 EVP_MD_CTX_md_APIParam_1 EVP_MD_CTX_destroy_APIParam_1 EVP_MD_CTX_copy_APIParam_1 EVP_MD_CTX_cleanup_APIParam_1 EVP_DigestFinal_ex_APIParam_1 EVP_DigestInit_ex_APIParam_1 EVP_DigestUpdate_APIParam_1 EVP_MD_CTX_copy_ex_APIParam_1 EVP_DigestFinal_APIParam_1 structure, ie the size of the hash.","EVP_MD_size_APIName and EVP_MD_CTX_size_APIName return the size of the message digest when passed an EVP_MD_size_APIParam_1 or an EVP_MD_CTX_init_APIParam_1 EVP_DigestInit_APIParam_1 EVP_MD_CTX_md_APIParam_1 EVP_MD_CTX_destroy_APIParam_1 EVP_MD_CTX_copy_APIParam_1 EVP_MD_CTX_cleanup_APIParam_1 EVP_DigestFinal_ex_APIParam_1 EVP_DigestInit_ex_APIParam_1 EVP_DigestUpdate_APIParam_1 EVP_MD_CTX_copy_ex_APIParam_1 EVP_DigestFinal_APIParam_1 structure, ie the size of the hash."
0,0,EVP_PKEY_meth_free_APIName and EVP_PKEY_meth_copy_APIName do not return values,,,null,EVP_PKEY_meth_free_APIName and EVP_PKEY_meth_copy_APIName do not return values.,EVP_PKEY_meth_free_APIName and EVP_PKEY_meth_copy_APIName do not return values.
0,0,BIO_tell_APIName returns the current file position,,,null,BIO_tell_APIName returns the current file position.,BIO_tell_APIName returns the current file position.
0,0,ASN1_STRING_length_APIName returns the length of the content of ASN1_STRING_length_APIParam_1,,,null,ASN1_STRING_length_APIName returns the length of the content of ASN1_STRING_length_APIParam_1.,ASN1_STRING_length_APIName returns the length of the content of ASN1_STRING_length_APIParam_1.
0,0,Only a single private key and corresponding certificate is returned by this function,,,null,Only a single private key and corresponding certificate is returned by this function.,Only a single private key and corresponding certificate is returned by this function. More complex PKCS#12 files with multiple private keys will only return the first match.
0,0,a required argument is missing and an error is indicated,1,,"If -3 is returned ,","If -3 is returned ,a required argument is missing and an error is indicated.","In this case if the return value is positive then it is used to skip that number of arguments as they have been processed by SSL_CTX_cmd_APIName. If -2 is returned ,then SSL_CONF_cmd_APIParam_2 SSL_CONF_cmd_value_type_APIParam_2 is not recognised and application specific arguments can be checked instead. If -3 is returned ,a required argument is missing and an error is indicated. If 0 is returned ,some other error occurred and this can be reported back to the user."
0,0,More complex PKCS#12 files with multiple private keys will only return the first match,,,null,More complex PKCS#12 files with multiple private keys will only return the first match.,Only a single private key and corresponding certificate is returned by this function. More complex PKCS#12 files with multiple private keys will only return the first match.
0,0,BIO_set_mem_eof_return_APIName sets the behaviour of memory BIO BIO_set_mem_eof_return_APIParam_1 when it is empty,,,null,BIO_set_mem_eof_return_APIName sets the behaviour of memory BIO BIO_set_mem_eof_return_APIParam_1 when it is empty.,"BIO_set_mem_eof_return_APIName sets the behaviour of memory BIO BIO_set_mem_eof_return_APIParam_1 when it is empty. If the BIO_set_mem_eof_return_APIParam_2 is zero then an empty memory BIO will return EOF (that is it will return zero and BIO_should_retry(b) will be false. If BIO_set_mem_eof_return_APIParam_2 is non zero then BIO_set_mem_eof_return_APIName will return BIO_set_mem_eof_return_APIParam_2 when BIO_set_mem_eof_return_APIParam_1 is empty and BIO_set_mem_eof_return_APIName will set the read retry flag (that is BIO_read_retry(b) is true). To avoid ambiguity with a normal positive return value BIO_set_mem_eof_return_APIParam_2 should be set to a negative value, typically -1."
0,0,some other error occurred and this can be reported back to the user,1,,"If 0 is returned ,","If 0 is returned ,some other error occurred and this can be reported back to the user.","In this case if the return value is positive then it is used to skip that number of arguments as they have been processed by SSL_CTX_cmd_APIName. If -2 is returned ,then SSL_CONF_cmd_APIParam_2 SSL_CONF_cmd_value_type_APIParam_2 is not recognised and application specific arguments can be checked instead. If -3 is returned ,a required argument is missing and an error is indicated. If 0 is returned ,some other error occurred and this can be reported back to the user."
0,0,If the BIO_set_mem_eof_return_APIParam_2 is zero an empty memory BIO will return EOF,1,,null,If the BIO_set_mem_eof_return_APIParam_2 is zero then an empty memory BIO will return EOF (that is it will return zero and BIO_should_retry(b) will be false.,"BIO_set_mem_eof_return_APIName sets the behaviour of memory BIO BIO_set_mem_eof_return_APIParam_1 when it is empty. If the BIO_set_mem_eof_return_APIParam_2 is zero then an empty memory BIO will return EOF (that is it will return zero and BIO_should_retry(b) will be false. If BIO_set_mem_eof_return_APIParam_2 is non zero then BIO_set_mem_eof_return_APIName will return BIO_set_mem_eof_return_APIParam_2 when BIO_set_mem_eof_return_APIParam_1 is empty and BIO_set_mem_eof_return_APIName will set the read retry flag (that is BIO_read_retry(b) is true). To avoid ambiguity with a normal positive return value BIO_set_mem_eof_return_APIParam_2 should be set to a negative value, typically -1."
0,0,BIO_get_mem_data_APIName sets BIO_get_mem_data_APIParam_2 to a pointer to the start of the memory BIOs data and returns the total amount of data available,,,null,BIO_get_mem_data_APIName sets *BIO_get_mem_data_APIParam_2 to a pointer to the start of the memory BIOs data and returns the total amount of data available.,BIO_get_mem_data_APIName sets *BIO_get_mem_data_APIParam_2 to a pointer to the start of the memory BIOs data and returns the total amount of data available. It is implemented as a macro.
0,0,"PKCS7_sign_add_signers_APIName returns an internal pointer to the PKCS7_SIGNER_INFO structure just added, this can be used to set additional attributes before it is finalized",,,null,"PKCS7_sign_add_signers_APIName returns an internal pointer to the PKCS7_SIGNER_INFO structure just added, this can be used to set additional attributes before it is finalized.","PKCS7_sign_add_signers_APIName returns an internal pointer to the PKCS7_SIGNER_INFO structure just added, this can be used to set additional attributes before it is finalized."
0,0,If BIO_set_mem_eof_return_APIParam_2 is non zero BIO_set_mem_eof_return_APIName will return BIO_set_mem_eof_return_APIParam_2 when BIO_set_mem_eof_return_APIParam_1 is empty and BIO_set_mem_eof_return_APIName will set the read retry flag  is true,,,null,If BIO_set_mem_eof_return_APIParam_2 is non zero then BIO_set_mem_eof_return_APIName will return BIO_set_mem_eof_return_APIParam_2 when BIO_set_mem_eof_return_APIParam_1 is empty and BIO_set_mem_eof_return_APIName will set the read retry flag (that is BIO_read_retry(b) is true).,"BIO_set_mem_eof_return_APIName sets the behaviour of memory BIO BIO_set_mem_eof_return_APIParam_1 when it is empty. If the BIO_set_mem_eof_return_APIParam_2 is zero then an empty memory BIO will return EOF (that is it will return zero and BIO_should_retry(b) will be false. If BIO_set_mem_eof_return_APIParam_2 is non zero then BIO_set_mem_eof_return_APIName will return BIO_set_mem_eof_return_APIParam_2 when BIO_set_mem_eof_return_APIParam_1 is empty and BIO_set_mem_eof_return_APIName will set the read retry flag (that is BIO_read_retry(b) is true). To avoid ambiguity with a normal positive return value BIO_set_mem_eof_return_APIParam_2 should be set to a negative value, typically -1."
0,0,if the return value is positive it is used to skip that number of arguments as they have been processed by SSL_CTX_cmd_APIName,,,null,In this case if the return value is positive then it is used to skip that number of arguments as they have been processed by SSL_CTX_cmd_APIName.,"In this case if the return value is positive then it is used to skip that number of arguments as they have been processed by SSL_CTX_cmd_APIName. If -2 is returned ,then SSL_CONF_cmd_APIParam_2 SSL_CONF_cmd_value_type_APIParam_2 is not recognised and application specific arguments can be checked instead. If -3 is returned ,a required argument is missing and an error is indicated. If 0 is returned ,some other error occurred and this can be reported back to the user."
0,0,SSL_alert_desc_string_long_APIName returns a string describing the reason of the alert specified by SSL_alert_desc_string_long_APIParam_1,,,null,SSL_alert_desc_string_long_APIName returns a string describing the reason of the alert specified by SSL_alert_desc_string_long_APIParam_1.,SSL_alert_desc_string_long_APIName returns a string describing the reason of the alert specified by SSL_alert_desc_string_long_APIParam_1.
0,0,"UI_process_APIName goes through the information given so far, does all the printing and prompting and returns",,,null,"UI_process_APIName goes through the information given so far, does all the printing and prompting and returns.","UI_process_APIName goes through the information given so far, does all the printing and prompting and returns."
0,0,All EVP_PKEY_meth_set and EVP_PKEY_meth_get functions have no return values,,,null,All EVP_PKEY_meth_set and EVP_PKEY_meth_get functions have no return values.,"All EVP_PKEY_meth_set and EVP_PKEY_meth_get functions have no return values. For the 'get' functions, function pointers are returned by arguments."
0,0,It could use the chain of the first set which returns suitable flags,,,null,It could then use the chain of the first set which returns suitable flags.,An application wishing to support multiple certificate chains may call this function on each chain in turn: starting with the one it considers the most secure. It could then use the chain of the first set which returns suitable flags.
0,0,HMAC_CTX_init_APIName and HMAC_CTX_cleanup_APIName do not return values,,,null,HMAC_CTX_init_APIName and HMAC_CTX_cleanup_APIName do not return values.,HMAC_CTX_init_APIName and HMAC_CTX_cleanup_APIName do not return values.
0,0,"For the 'get' functions, function pointers are returned by arguments",,,null,"For the 'get' functions, function pointers are returned by arguments.","All EVP_PKEY_meth_set and EVP_PKEY_meth_get functions have no return values. For the 'get' functions, function pointers are returned by arguments."
0,0,The return value provides the number of octets stored,,,null,The return value provides the number of octets stored.,The function EC_POINT_point2oct must be supplied with a buffer long enough to store the octet string. The return value provides the number of octets stored. Calling the function with a NULL buffer will not perform the conversion but will still return the required buffer length.
0,0,Calling the function with a NULL buffer will not perform the conversion but will still return the required buffer length,,,null,Calling the function with a NULL buffer will not perform the conversion but will still return the required buffer length.,The function EC_POINT_point2oct must be supplied with a buffer long enough to store the octet string. The return value provides the number of octets stored. Calling the function with a NULL buffer will not perform the conversion but will still return the required buffer length.
0,0,SSLeay_version_APIName returns different strings depending on SSLeay_version_APIParam_1,,,null,SSLeay_version_APIName returns different strings depending on SSLeay_version_APIParam_1:,SSLeay_version_APIName returns different strings depending on SSLeay_version_APIParam_1:
0,0,"ERR_load_crypto_strings_APIName, SSL_load_error_strings_APIName and ERR_free_strings_APIName return no values",,,null,"ERR_load_crypto_strings_APIName, SSL_load_error_strings_APIName and ERR_free_strings_APIName return no values.","ERR_load_crypto_strings_APIName, SSL_load_error_strings_APIName and ERR_free_strings_APIName return no values."
0,0,RIPEMD160_APIName returns a pointer to the hash value,,,null,RIPEMD160_APIName returns a pointer to the hash value.,RIPEMD160_APIName returns a pointer to the hash value.
0,0,BUF_MEM_free_APIName has no return value,,,null,BUF_MEM_free_APIName has no return value.,BUF_MEM_free_APIName has no return value.
0,0,The chain returned by this function behaves like a standard filter BIO,,,null,The chain returned by this function behaves like a standard filter BIO.,The chain returned by this function behaves like a standard filter BIO. It supports non blocking I/O. Content is processed and streamed on the fly and not all held in memory at once: so it is possible to encode very large structures. After all content has been written through the chain BIO_flush_APIName must be called to finalise the structure.
0,0,BIO_free_all_APIName and BIO_vfree_APIName do not return values,,,null,BIO_free_all_APIName and BIO_vfree_APIName do not return values.,BIO_free_all_APIName and BIO_vfree_APIName do not return values.
0,0,X509_NAME_entry_count_APIName returns the total number of entries,,,null,X509_NAME_entry_count_APIName returns the total number of entries.,X509_NAME_entry_count_APIName returns the total number of entries.
0,0,"EC_GROUP_get_order, EC_GROUP_get_cofactor, EC_GROUP_get_curve_name, EC_GROUP_get_asn1_flag, EC_GROUP_get_point_conversion_form and EC_GROUP_get_degree return the order, cofactor, curve name , ASN1 flag, point_conversion_form and degree for the specified curve respectively",,,null,"EC_GROUP_get_order, EC_GROUP_get_cofactor, EC_GROUP_get_curve_name, EC_GROUP_get_asn1_flag, EC_GROUP_get_point_conversion_form and EC_GROUP_get_degree return the order, cofactor, curve name (NID), ASN1 flag, point_conversion_form and degree for the specified curve respectively.","EC_GROUP_get_order, EC_GROUP_get_cofactor, EC_GROUP_get_curve_name, EC_GROUP_get_asn1_flag, EC_GROUP_get_point_conversion_form and EC_GROUP_get_degree return the order, cofactor, curve name (NID), ASN1 flag, point_conversion_form and degree for the specified curve respectively. If there is no curve name associated with a curve ,then EC_GROUP_get_curve_name will return 0."
0,0,SSL_get_shared_curve_APIName returns the NID of shared curve SSL_get_shared_curve_APIParam_2 or NID_undef if there is no shared curve SSL_get_shared_curve_APIParam_2,,,null,SSL_get_shared_curve_APIName returns the NID of shared curve SSL_get_shared_curve_APIParam_2 or NID_undef if there is no shared curve SSL_get_shared_curve_APIParam_2; or the total number of shared curves if SSL_get_shared_curve_APIParam_2 is -1.,SSL_get_shared_curve_APIName returns the NID of shared curve SSL_get_shared_curve_APIParam_2 or NID_undef if there is no shared curve SSL_get_shared_curve_APIParam_2; or the total number of shared curves if SSL_get_shared_curve_APIParam_2 is -1.
0,0,"X509_NAME_get_text_by_NID_APIName, X509_NAME_get_text_by_OBJ_APIName retrieve the ""text"" from the first entry in X509_NAME_get_text_by_NID_APIParam_1 X509_NAME_get_text_by_OBJ_APIParam_1 which matches X509_NAME_get_text_by_NID_APIParam_2 or X509_NAME_get_text_by_OBJ_APIParam_2, if no such entry exists, -1 is returned",,,null,"X509_NAME_get_text_by_NID_APIName, X509_NAME_get_text_by_OBJ_APIName retrieve the ""text"" from the first entry in X509_NAME_get_text_by_NID_APIParam_1 X509_NAME_get_text_by_OBJ_APIParam_1 which matches X509_NAME_get_text_by_NID_APIParam_2 or X509_NAME_get_text_by_OBJ_APIParam_2, if no such entry exists, -1 is returned.","X509_NAME_get_text_by_NID_APIName, X509_NAME_get_text_by_OBJ_APIName retrieve the ""text"" from the first entry in X509_NAME_get_text_by_NID_APIParam_1 X509_NAME_get_text_by_OBJ_APIParam_1 which matches X509_NAME_get_text_by_NID_APIParam_2 or X509_NAME_get_text_by_OBJ_APIParam_2, if no such entry exists, -1 is returned. At most X509_NAME_get_text_by_NID_APIParam_4 X509_NAME_get_text_by_OBJ_APIParam_4 bytes will be written and the text written to X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 will be null terminated. The length of the output string written is returned excluding the terminating null. If X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 is <NULL> then the amount of space needed in X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 (excluding the final null) is returned."
0,0,BIO_new_CMS_APIName returns a streaming filter BIO chain based on BIO_new_CMS_APIParam_2,,,null,BIO_new_CMS_APIName returns a streaming filter BIO chain based on BIO_new_CMS_APIParam_2.,BIO_new_CMS_APIName returns a streaming filter BIO chain based on BIO_new_CMS_APIParam_2. The output of the filter is written to BIO_new_CMS_APIParam_1. Any data written to the chain is automatically translated to a BER format CMS structure of the appropriate type.
0,0,"BN_init_APIName, BN_clear_APIName, BN_free_APIName and BN_clear_free_APIName have no return values",,,null,"BN_init_APIName, BN_clear_APIName, BN_free_APIName and BN_clear_free_APIName have no return values.","BN_init_APIName, BN_clear_APIName, BN_free_APIName and BN_clear_free_APIName have no return values."
0,0,The length of the output string written is returned excluding the terminating null,,,null,The length of the output string written is returned excluding the terminating null.,"X509_NAME_get_text_by_NID_APIName, X509_NAME_get_text_by_OBJ_APIName retrieve the ""text"" from the first entry in X509_NAME_get_text_by_NID_APIParam_1 X509_NAME_get_text_by_OBJ_APIParam_1 which matches X509_NAME_get_text_by_NID_APIParam_2 or X509_NAME_get_text_by_OBJ_APIParam_2, if no such entry exists, -1 is returned. At most X509_NAME_get_text_by_NID_APIParam_4 X509_NAME_get_text_by_OBJ_APIParam_4 bytes will be written and the text written to X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 will be null terminated. The length of the output string written is returned excluding the terminating null. If X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 is <NULL> then the amount of space needed in X509_NAME_get_text_by_NID_APIParam_3 X509_NAME_get_text_by_OBJ_APIParam_3 (excluding the final null) is returned."
0,0,"BN_get_word_APIName returns BN_get_word_APIParam_1, if BN_get_word_APIParam_1 can be represented as a BN_get_word_APIParam_0",,,null,"BN_get_word_APIName returns BN_get_word_APIParam_1, if BN_get_word_APIParam_1 can be represented as a BN_get_word_APIParam_0.","BN_get_word_APIName returns BN_get_word_APIParam_1, if BN_get_word_APIParam_1 can be represented as a BN_get_word_APIParam_0."
0,0,The return value points to an allocated SSL structure,,,null,The return value points to an allocated SSL structure.,The return value points to an allocated SSL structure.
0,0,SSL_check_chain_APIName returns a bitmap of flags indicating the validity of the chain,,,null,SSL_check_chain_APIName returns a bitmap of flags indicating the validity of the chain.,SSL_check_chain_APIName returns a bitmap of flags indicating the validity of the chain.
0,0,The return values of the SSL_ctrl_APIName functions depend on the command supplied via the SSL_ctrl_APIParam_2 SSL_CTX_ctrl_APIParam_2 parameter,,,null,The return values of the SSL*_ctrl_APIName functions depend on the command supplied via the SSL_ctrl_APIParam_2 SSL_CTX_ctrl_APIParam_2 parameter.,The return values of the SSL*_ctrl_APIName functions depend on the command supplied via the SSL_ctrl_APIParam_2 SSL_CTX_ctrl_APIParam_2 parameter.
0,0,Always check the error return value of RAND_bytes_APIName and RAND_priv_bytes_APIName and do not take randomness for granted,,,null,Always check the error return value of RAND_bytes_APIName and RAND_priv_bytes_APIName and do not take randomness for granted: an error occurs if the CSPRNG has not been seeded with enough randomness to ensure an unpredictable byte sequence.,Always check the error return value of RAND_bytes_APIName and RAND_priv_bytes_APIName and do not take randomness for granted: an error occurs if the CSPRNG has not been seeded with enough randomness to ensure an unpredictable byte sequence.
0,0,"BIO_push_APIName returns the end of the chain, BIO_push_APIParam_1",,,null,"BIO_push_APIName returns the end of the chain, BIO_push_APIParam_1.","BIO_push_APIName returns the end of the chain, BIO_push_APIParam_1."
2,0,The length of ASN1_STRING_to_UTF8_APIParam_1 is returned or a negative error code,,,null,The length of ASN1_STRING_to_UTF8_APIParam_1 is returned or a negative error code by ASN1_STRING_to_UTF8_APIName or a negative error code.,"ASN1_STRING_to_UTF8_APIName converts the string ASN1_STRING_to_UTF8_APIParam_2 to UTF8 format, the converted data is allocated in a buffer in ASN1_STRING_to_UTF8_APIParam_1. The length of ASN1_STRING_to_UTF8_APIParam_1 is returned or a negative error code by ASN1_STRING_to_UTF8_APIName or a negative error code. The buffer ASN1_STRING_to_UTF8_APIParam_1 should be free using OPENSSL_free_APIName."
0,0,SSL_CTX_set_options_APIName and SSL_set_options_APIName return the new options bitmask after adding SSL_CTX_set_options_APIParam_2 SSL_set_options_APIParam_2,,,null,SSL_CTX_set_options_APIName and SSL_set_options_APIName return the new options bitmask after adding SSL_CTX_set_options_APIParam_2 SSL_set_options_APIParam_2.,SSL_CTX_set_options_APIName and SSL_set_options_APIName return the new options bitmask after adding SSL_CTX_set_options_APIParam_2 SSL_set_options_APIParam_2.
0,0,lh_<type>_delete_APIName returns the entry being deleted,,,null,lh_<type>_delete_APIName returns the entry being deleted.,lh_<type>_delete_APIName returns the entry being deleted. NULL is returned if there is no such value in the hash table.
0,0,CMS_get0_content_APIName returns a pointer to the CMS_get0_content_APIParam_0 pointer containing the embedded content,,,null,CMS_get0_content_APIName returns a pointer to the CMS_get0_content_APIParam_0 pointer containing the embedded content.,CMS_get0_content_APIName returns a pointer to the CMS_get0_content_APIParam_0 pointer containing the embedded content.
0,0,None of the functions return a value,,,null,None of the functions return a value.,None of the functions return a value.
0,0,SSL_CONF_cmd_argv_APIName returns the number of command arguments processed,,,null,"SSL_CONF_cmd_argv_APIName returns the number of command arguments processed: 0, 1, 2 or a negative error code.","SSL_CONF_cmd_argv_APIName returns the number of command arguments processed: 0, 1, 2 or a negative error code."
0,0,"The error code returned by ERR_get_error_APIName consists of a library number, function code and reason code",,,null,"The error code returned by ERR_get_error_APIName consists of a library number, function code and reason code.","The error code returned by ERR_get_error_APIName consists of a library number, function code and reason code. ERR_GET_LIB_APIName, ERR_GET_FUNC_APIName and ERR_GET_REASON_APIName can be used to extract these."
0,0,X509_STORE_CTX_get_error_depth_APIName returns a non-negative error depth,,,null,X509_STORE_CTX_get_error_depth_APIName returns a non-negative error depth.,X509_STORE_CTX_get_error_depth_APIName returns a non-negative error depth.
0,0,If successful a pointer to the d2i_ECPKParameters_APIParam_1 structure is returned,,,null,If successful a pointer to the d2i_ECPKParameters_APIParam_1 structure is returned.,"d2i_ECPKParameters_APIName attempts to decode d2i_ECPKParameters_APIParam_3 bytes at d2i_ECPKParameters_APIParam_2. If successful a pointer to the d2i_ECPKParameters_APIParam_1 structure is returned. If an error occurred ,then NULL is returned. If d2i_ECPKParameters_APIParam_1 is not NULL , d2i_ECPKParameters_APIParam_0  is written to d2i_ECPKParameters_APIParam_1 If d2i_ECPKParameters_APIParam_1 is not NULL, then it is assumed that d2i_ECPKParameters_APIParam_1 contains a valid d2i_ECPKParameters_APIParam_1 structure and an attempt is made to reuse it. If the call is successful, d2i_ECPKParameters_APIParam_2 is incremented to the byte following the parsed data."
0,0,"EVP_PKEY_get1_RSA_APIName, EVP_PKEY_get1_DSA_APIName, EVP_PKEY_get1_DH_APIName and EVP_PKEY_get1_EC_KEY_APIName return the referenced key in EVP_PKEY_get1_RSA_APIParam_1 EVP_PKEY_get1_DSA_APIParam_1 EVP_PKEY_get1_DH_APIParam_1 EVP_PKEY_get1_EC_KEY_APIParam_1 or NULL if the key is not of the correct type",,,null,"EVP_PKEY_get1_RSA_APIName, EVP_PKEY_get1_DSA_APIName, EVP_PKEY_get1_DH_APIName and EVP_PKEY_get1_EC_KEY_APIName return the referenced key in EVP_PKEY_get1_RSA_APIParam_1 EVP_PKEY_get1_DSA_APIParam_1 EVP_PKEY_get1_DH_APIParam_1 EVP_PKEY_get1_EC_KEY_APIParam_1 or NULL if the key is not of the correct type.","EVP_PKEY_get1_RSA_APIName, EVP_PKEY_get1_DSA_APIName, EVP_PKEY_get1_DH_APIName and EVP_PKEY_get1_EC_KEY_APIName return the referenced key in EVP_PKEY_get1_RSA_APIParam_1 EVP_PKEY_get1_DSA_APIParam_1 EVP_PKEY_get1_DH_APIParam_1 EVP_PKEY_get1_EC_KEY_APIParam_1 or NULL if the key is not of the correct type."
0,0,The return value is the total number of curves available,,,null,The return value is the total number of curves available (whether that number has been populated in EC_get_builtin_curves_APIParam_1 or not).,"Whilst the library can be used to create any curve using the functions described above, there are also a number of predefined curves that are available. In order to obtain a list of all of the predefined curves, call the function EC_get_builtin_curves. The parameter EC_get_builtin_curves_APIParam_1 should be an array of EC_builtin_curve structures of size EC_get_builtin_curves_APIParam_2. The function will populate the EC_get_builtin_curves_APIParam_1 array with information about the builtin curves. If EC_get_builtin_curves_APIParam_2 is less than the total number of curves available, then the first EC_get_builtin_curves_APIParam_2 curves will be returned. Otherwise the total number of curves will be provided. The return value is the total number of curves available (whether that number has been populated in EC_get_builtin_curves_APIParam_1 or not). Passing a NULL EC_get_builtin_curves_APIParam_1, or setting EC_get_builtin_curves_APIParam_2 to 0 will do nothing other than return the total number of curves available. The EC_builtin_curve structure is defined as follows:"
0,0,The function EVP_PKEY_CTX_get_cb_APIName returns the key or parameter generation callback,,,null,The function EVP_PKEY_CTX_get_cb_APIName returns the key or parameter generation callback.,The function EVP_PKEY_set_cb_APIName sets the key or parameter generation callback to EVP_PKEY_CTX_get_cb_APIParam_0. The function EVP_PKEY_CTX_get_cb_APIName returns the key or parameter generation callback.
8,0,"Passing a NULL EC_get_builtin_curves_APIParam_1, or setting EC_get_builtin_curves_APIParam_2 to 0 will do nothing other than return the total number of curves available",,,null,"Passing a NULL EC_get_builtin_curves_APIParam_1, or setting EC_get_builtin_curves_APIParam_2 to 0 will do nothing other than return the total number of curves available.","Whilst the library can be used to create any curve using the functions described above, there are also a number of predefined curves that are available. In order to obtain a list of all of the predefined curves, call the function EC_get_builtin_curves. The parameter EC_get_builtin_curves_APIParam_1 should be an array of EC_builtin_curve structures of size EC_get_builtin_curves_APIParam_2. The function will populate the EC_get_builtin_curves_APIParam_1 array with information about the builtin curves. If EC_get_builtin_curves_APIParam_2 is less than the total number of curves available, then the first EC_get_builtin_curves_APIParam_2 curves will be returned. Otherwise the total number of curves will be provided. The return value is the total number of curves available (whether that number has been populated in EC_get_builtin_curves_APIParam_1 or not). Passing a NULL EC_get_builtin_curves_APIParam_1, or setting EC_get_builtin_curves_APIParam_2 to 0 will do nothing other than return the total number of curves available. The EC_builtin_curve structure is defined as follows:"
